accession_id	genome_size	tax_id	tax_name	species	genus	family	order	class	phylum	kingdom	superkingdom
NC_001824.1	102653	36363	Lymphocystis disease virus 1		Lymphocystivirus	Iridoviridae	Pimascovirales	Megaviricetes	Nucleocytoviricota	Bamfordvirae	Viruses
NC_001901.1	46375	40631	Escherichia virus N15		Ravinvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_000883.2	5596	182494	Human parvovirus B19 - A6	Primate erythroparvovirus 1	Erythroparvovirus	Parvoviridae	Piccovirales	Quintoviricetes	Cossaviricota	Shotokuvirae	Viruses
NC_002363.1	6891	127508	Vibrio phage VfO4K68			Inoviridae	Tubulavirales	Faserviricetes	Hofneiviricota	Loebvirae	Viruses
NC_001701.1	5106	38251	Goose parvovirus	Anseriform dependoparvovirus 1	Dependoparvovirus	Parvoviridae	Piccovirales	Quintoviricetes	Cossaviricota	Shotokuvirae	Viruses
NC_002557.1	4361	134606	Trichoplusia ni cypovirus 15	Cypovirus 15	Cypovirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_002565.1	897	134606	Trichoplusia ni cypovirus 15	Cypovirus 15	Cypovirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_002566.1	200	134606	Trichoplusia ni cypovirus 15	Cypovirus 15	Cypovirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_002558.1	4187	134606	Trichoplusia ni cypovirus 15	Cypovirus 15	Cypovirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_002559.1	3878	134606	Trichoplusia ni cypovirus 15	Cypovirus 15	Cypovirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_002567.1	3311	134606	Trichoplusia ni cypovirus 15	Cypovirus 15	Cypovirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_002560.1	2260	134606	Trichoplusia ni cypovirus 15	Cypovirus 15	Cypovirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_002561.1	1859	134606	Trichoplusia ni cypovirus 15	Cypovirus 15	Cypovirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_002562.1	1776	134606	Trichoplusia ni cypovirus 15	Cypovirus 15	Cypovirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_002563.1	1234	134606	Trichoplusia ni cypovirus 15	Cypovirus 15	Cypovirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_002564.1	1157	134606	Trichoplusia ni cypovirus 15	Cypovirus 15	Cypovirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_002641.1	159160	37108	Meleagrid alphaherpesvirus 1		Mardivirus	Herpesviridae	Herpesvirales	Herviviricetes	Peploviricota		Viruses
NC_002665.1	108873	10385	Bovine gammaherpesvirus 4		Rhadinovirus	Herpesviridae	Herpesvirales	Herviviricetes	Peploviricota		Viruses
NC_002816.1	123500	28289	Cydia pomonella granulovirus		Betabaculovirus	Baculoviridae					Viruses
NC_003027.1	150773	376849	Lumpy skin disease virus NI-2490	Lumpy skin disease virus	Capripoxvirus	Poxviridae	Chitovirales	Pokkesviricetes	Nucleocytoviricota	Bamfordvirae	Viruses
NC_003059.1	8072	168238	Porcine endogenous retrovirus E	Porcine type-C oncovirus	Gammaretrovirus	Retroviridae	Ortervirales	Revtraviricetes	Artverviricota	Pararnavirae	Viruses
NC_003199.1	2754	223259	Cotton leaf curl Rajasthan virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_002169.1	135611	10454	Spodoptera exigua multiple nucleopolyhedrovirus		Alphabaculovirus	Baculoviridae					Viruses
NC_003102.1	139342	46242	Spodoptera litura nucleopolyhedrovirus		Alphabaculovirus	Baculoviridae					Viruses
NC_003291.2	37618	181007	Listeria phage 2389			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_003345.1	77670	33771	Halorubrum phage HF2			Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_003379.1	2672	268776	Miscanthus streak virus - [91]	Miscanthus streak virus	Mastrevirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_003389.1	146454	10276	Swinepox virus		Suipoxvirus	Poxviridae	Chitovirales	Pokkesviricetes	Nucleocytoviricota	Bamfordvirae	Viruses
NC_003438.1	4421	10855	Spiroplasma virus SpV4		Spiromicrovirus	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Viruses
NC_003504.1	2603	31602	Bean calico mosaic virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_003505.1	2572	31602	Bean calico mosaic virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_003533.1	322	191032	Cereal yellow dwarf virus-RPV satellite RNA								Viruses
NC_003648.1	1001	67585	Milk vetch dwarf virus		Nanovirus	Nanoviridae	Mulpavirales	Arfiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_003642.1	989	67585	Milk vetch dwarf virus		Nanovirus	Nanoviridae	Mulpavirales	Arfiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_003643.1	977	67585	Milk vetch dwarf virus		Nanovirus	Nanoviridae	Mulpavirales	Arfiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_003644.1	981	67585	Milk vetch dwarf virus		Nanovirus	Nanoviridae	Mulpavirales	Arfiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_003645.1	985	67585	Milk vetch dwarf virus		Nanovirus	Nanoviridae	Mulpavirales	Arfiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_003646.1	997	67585	Milk vetch dwarf virus		Nanovirus	Nanoviridae	Mulpavirales	Arfiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_003641.1	990	67585	Milk vetch dwarf virus		Nanovirus	Nanoviridae	Mulpavirales	Arfiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_023626.1	991	67585	Milk vetch dwarf virus		Nanovirus	Nanoviridae	Mulpavirales	Arfiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_003744.1	2758	10836	Sugarcane streak virus		Mastrevirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_003822.1	2580	10830	Tobacco yellow dwarf virus		Mastrevirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_003856.1	2607	94700	Dicliptera yellow mottle virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_003857.1	2597	94700	Dicliptera yellow mottle virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_003889.1	359	31504	Tobacco ringspot virus satellite RNA								Viruses
NC_003898.1	2739	196093	Tomato leaf curl Taiwan virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_004003.1	149599	376852	Goatpox virus Pellor	Goatpox virus	Capripoxvirus	Poxviridae	Chitovirales	Pokkesviricetes	Nucleocytoviricota	Bamfordvirae	Viruses
NC_003897.1	2759	220932	Tomato leaf curl Karnataka virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_004002.1	149955	10266	Sheeppox virus		Capripoxvirus	Poxviridae	Chitovirales	Pokkesviricetes	Nucleocytoviricota	Bamfordvirae	Viruses
NC_001439.1	2647	220340	Bean golden yellow mosaic virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_001438.1	2585	220340	Bean golden yellow mosaic virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_001416.1	48502	10710	Escherichia virus Lambda		Lambdavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_004092.1	741	169696	Hollyhock leaf crumple virus satellite DNA								Viruses
NC_004107.1	3323	10430	Woodchuck hepatitis virus 1	Woodchuck hepatitis virus	Orthohepadnavirus	Hepadnaviridae	Blubervirales	Revtraviricetes	Artverviricota	Pararnavirae	Viruses
NC_004165.1	18630	10778	Bacillus virus B103			Podoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_004286.1	6039	37138	Galleria mellonella densovirus	Lepidopteran protoambidensovirus 1	Protoambidensovirus	Parvoviridae	Piccovirales	Quintoviricetes	Cossaviricota	Shotokuvirae	Viruses
NC_004302.1	33350	43685	Lactococcus phage r1t			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_004450.1	7458	178354	Taro bacilliform virus		Badnavirus	Caulimoviridae	Ortervirales	Revtraviricetes	Artverviricota	Pararnavirae	Viruses
NC_000867.1	10079	10661	Pseudoalteromonas virus PM2		Corticovirus	Corticoviridae	Vinavirales	Tectiliviricetes	Preplasmiviricota	Bamfordvirae	Viruses
NC_004583.1	2748	222464	Cotton leaf curl Kokhran virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_004614.1	2761	223344	Tomato leaf curl Bangladesh virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_004627.1	2734	222441	Ageratum yellow vein Taiwan virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_004635.2	2608	929766	Sida golden yellow vein virus-[Jamaica:Liguanea2:2008]	Sida golden yellow vein virus	Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_010294.1	2604	117198	Rhynchosia golden mosaic virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_010293.1	2551	117198	Rhynchosia golden mosaic virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_004657.1	2605	223313	Sida golden mosaic Costa Rica virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_004658.1	2587	223313	Sida golden mosaic Costa Rica virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_004673.1	2739	223300	Okra yellow vein mosaic virus-[201]	Bhendi yellow vein mosaic virus	Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_004681.1	75931	205869	Mycobacterium virus CJW1		Kostyavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_004689.1	70797	205880	Mycobacterium phage Barnyard	Mycobacterium virus Barnyard	Barnyardvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_004736.1	7542	223524	Vibrio phage VGJ	Vibrio virus VGJ	Fibrovirus	Inoviridae	Tubulavirales	Faserviricetes	Hofneiviricota	Loebvirae	Viruses
NC_004775.1	39671	215158	Salmonella phage epsilon15	Salmonella virus Epsilon15	Uetakevirus	Podoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_002628.3	31007	173824	Methanothermobacter phage psiM100			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_005032.1	2755	96054	Tomato leaf curl Philippines virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_005066.1	164018	50948	Escherichia phage RB49	Escherichia virus RB49	Krischvirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_005091.2	57455	242861	Burkholderia phage BcepNazgul	Burkholderia virus BcepNazgul	Nazgulvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_005264.1	163025	50294	Psittacid alphaherpesvirus 1		Iltovirus	Herpesviridae	Herpesvirales	Herviviricetes	Peploviricota		Viruses
NC_001420.2	5577	310953	Enterobacteria phage ID11	Escherichia virus G4	Gequatrovirus	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Viruses
NC_004466.2	45503	188350	Pseudomonas virus PaP3		Bruynoghevirus	Podoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_001619.1	8607	766192	Canine oral papillomavirus (strain Y62)	Lambdapapillomavirus 2	Lambdapapillomavirus	Papillomaviridae	Zurhausenvirales	Papovaviricetes	Cossaviricota	Shotokuvirae	Viruses
NC_003309.1	53373	180504	Burkholderia virus phiE125		Stanholtvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_005262.3	63882	242527	Burkholderia virus Bcep22		Lessievirus	Podoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_004686.1	56276	205876	Mycobacterium virus Che9d		Cheoctovirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_005330.1	2675	228897	Sida micrantha mosaic virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_005331.1	2656	228897	Sida micrantha mosaic virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_005347.1	2786	260378	Pepper yellow vein Mali virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_005356.1	41708	259901	Staphylococcus virus 77		Biseptimavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_005635.1	2728	263793	Horsegram yellow mosaic virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_005636.1	2677	263793	Horsegram yellow mosaic virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_005812.1	2752	266799	Tomato yellow leaf curl Kanchanaburi virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_005811.1	2752	266799	Tomato yellow leaf curl Kanchanaburi virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_005832.1	106332	80267	Regina ranavirus	Ambystoma tigrinum virus	Ranavirus	Iridoviridae	Pimascovirales	Megaviricetes	Nucleocytoviricota	Bamfordvirae	Viruses
NC_004048.1	497	198608	Satellites of Trichomonas vaginalis T1 virus								Viruses
NC_004068.1	7729	197771	Etapapillomavirus 1		Etapapillomavirus	Papillomaviridae	Zurhausenvirales	Papovaviricetes	Cossaviricota	Shotokuvirae	Viruses
NC_004093.1	1305	169689	Okra leaf curl disease associated sequence	Okra leaf curl betasatellite	Betasatellite	Tolecusatellitidae					Viruses
NC_004147.1	2746	53260	Papaya leaf curl virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_004167.1	39325	10717	Bacillus phage phi105			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_004288.1	5002	180586	Casphalia extranea densovirus	Lepidopteran iteradensovirus 2	Iteradensovirus	Parvoviridae	Piccovirales	Quintoviricetes	Cossaviricota	Shotokuvirae	Viruses
NC_004348.1	40679	173443	Salmonella virus ST64T		Lederbergvirus	Podoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_004456.1	43198	207597	Vibrio phage VHML	Vibrio virus VHML	Vhmlvirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_004558.1	2757	219299	Tomato leaf curl Gujarat virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_004559.1	2688	219299	Tomato leaf curl Gujarat virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_004607.1	2751	223252	Cotton leaf curl Multan virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_004628.1	2754	172278	Chilli leaf curl virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_004637.1	2668	191460	Sida mottle virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_004647.1	2756	223352	Tomato leaf curl Sri Lanka virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_004659.1	2603	223316	Sida golden mosaic Honduras virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_004660.1	2589	223316	Sida golden mosaic Honduras virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_004675.1	2766	128941	Tomato curly stunt virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_004683.1	57050	205872	Mycobacterium virus Che9c		Chenonavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_004682.1	50913	205870	Mycobacterium virus Bxz2		Fromanvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_004745.1	30728	227940	Yersinia virus L413C		Peduovirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_004800.1	5256	123358	Goose polyomavirus	Anser anser polyomavirus 1	Gammapolyomavirus	Polyomaviridae	Sepolyvirales	Papovaviricetes	Cossaviricota	Shotokuvirae	Viruses
NC_004824.1	2742	207240	Luffa yellow mosaic virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_004825.1	2713	207240	Luffa yellow mosaic virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_004927.1	75898	222645	Halovirus HF1			Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_005038.1	99657	170617	Adoxophyes orana granulovirus		Betabaculovirus	Baculoviridae					Viruses
NC_005068.1	110907	35254	Cryptophlebia leucotreta granulovirus		Betabaculovirus	Baculoviridae					Viruses
NC_005131.2	7118	247080	Ralstonia phage p12J			Inoviridae	Tubulavirales	Faserviricetes	Hofneiviricota	Loebvirae	Viruses
NC_005258.1	14935	236750	Bacillus phage Bam35c	Bacillus virus Bam35	Betatectivirus	Tectiviridae	Kalamavirales	Tectiliviricetes	Preplasmiviricota	Bamfordvirae	Viruses
NC_004305.1	42259	52979	Lactobacillus phage phig1e			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_001729.1	4726	46350	Adeno-associated virus - 3	Adeno-associated dependoparvovirus A	Dependoparvovirus	Parvoviridae	Piccovirales	Quintoviricetes	Cossaviricota	Shotokuvirae	Viruses
NC_005282.1	86155	77775	Salmonella phage FelixO1	Salmonella virus FelixO1	Felixounavirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_001691.1	7184	40539	Human papillomavirus type 50	Gammapapillomavirus 3	Gammapapillomavirus	Papillomaviridae	Zurhausenvirales	Papovaviricetes	Cossaviricota	Shotokuvirae	Viruses
NC_004066.1	36798	114416	Lactococcus phage ul36			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_003298.1	38208	1075774	Enterobacteria phage T7M	Enterobacteria virus T7M	Teetrevirus	Autographiviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_005309.1	359853	44088	Canarypox virus		Avipoxvirus	Poxviridae	Chitovirales	Pokkesviricetes	Nucleocytoviricota	Bamfordvirae	Viruses
NC_005348.1	2773	260379	Tomato leaf curl Mali virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_005357.1	42493	194699	Bordetella virus BPP1		Rauchvirus	Podoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_001868.1	2706	268785	Sugarcane streak Egypt virus - [Giza]	Sugarcane streak Egypt virus	Mastrevirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_005850.1	2560	260908	Tomato mosaic leaf curl virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_005851.1	2525	260908	Tomato mosaic leaf curl virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_005882.1	36748	264729	Burkholderia virus BcepMu		Bcepmuvirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_003973.1	7304	654917	Psittacus erithacus timneh papillomavirus (isolate African grey parrot)	Thetapapillomavirus 1	Thetapapillomavirus	Papillomaviridae	Zurhausenvirales	Papovaviricetes	Cossaviricota	Shotokuvirae	Viruses
NC_004042.1	2617	10839	Bean golden mosaic virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_004043.1	2580	10839	Bean golden mosaic virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_001900.1	49136	28369	Mycobacterium virus D29		Fromanvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_004084.1	58498	114777	Natrialba phage PhiCh1		Myohalovirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_004105.1	209771	12643	Ectromelia virus		Orthopoxvirus	Poxviridae	Chitovirales	Pokkesviricetes	Nucleocytoviricota	Bamfordvirae	Viruses
NC_004156.2	231621	1128424	Helicoverpa zea nudivirus 2	Heliothis zea nudivirus	Betanudivirus	Nudiviridae					Viruses
NC_004295.1	5028	72197	Human erythrovirus V9		Erythroparvovirus	Parvoviridae	Piccovirales	Quintoviricetes	Cossaviricota	Shotokuvirae	Viruses
NC_004313.1	40149	175950	Salmonella phage ST64B			Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_003414.1	1360	915293	Ageratum yellow vein Singapore alphasatellite		Ageyesisatellite	Alphasatellitidae					Viruses
